CalibBP,F14C,sigma
11885,0.281599,0.00101477
11890,0.281704,0.000980204
11895,0.281809,0.000945608
11900,0.281879,0.000945844
11905,0.281914,0.000945961
11910,0.281949,0.000911096
11915,0.281949,0.000911096
11920,0.281914,0.000875999
11925,0.281844,0.000910756
11930,0.281739,0.000945373
11935,0.281634,0.0010149
11940,0.281493,0.00108421
11945,0.281353,0.00118832
11950,0.281178,0.00129213
